long,300.0000262375331,100.00002623753309,reinvest
long,700.0000787125994,300.0000524750662,reinvest
long,1500.0001836627318,700.0001049501325,reinvest
long,3100.0003935629966,1500.000209900265,reinvest
long,6200.000813363526,3100.0004198005295,reinvest
long,12400.001652964584,6200.000839601059,reinvest
long,24800.0033321667,12400.001679202116,reinvest
long,49600.00669057093,24800.003358404232,reinvest
long,99200.01340737939,49600.006716808464,reinvest
long,198400.02684099632,99200.01343361693,reinvest
